chemin, paquet, paquet_LOC, paquet_CLOC, paquet_DC
/Users/davejoseph/Desktop/TestIFT3913, TestIFT3913, 39, 33, 0.8461538461538461
/Users/davejoseph/Desktop/TestIFT3913/cours2/cours2_2, cours2_2, 39, 33, 0.8461538461538461
/Users/davejoseph/Desktop/TestIFT3913/cours2/cours2_2/cours2_2_2, cours2_2_2, 39, 33, 0.8461538461538461
/Users/davejoseph/Desktop/TestIFT3913/cours1, cours1, 78, 66, 0.8461538461538461
/Users/davejoseph/Desktop/TestIFT3913/cours1/cours1_1, cours1_1, 39, 33, 0.8461538461538461
